tiempo,referencia,hc,f_pid,predicted_hc,hc_dot,predicted_hc_dot,error,F_in,F_out,F_out_hat,F_in_hat,residual
61640,25,24.5305807898132,44.1790039807855,60.4356060355448,-0.002324939254225278,0.0015488157304748285,-35.9050252457316,161.66199161566527,100.09680810681499,157.11322896288098,161.7706994928653,-57.01642085606599
61644,25,24.5557243069288,44.2804757644136,60.4424578115576,0.006285879278899564,0.001712944003200434,-35.88673350462881,162.21298340076584,100.14809391292307,157.12213492258059,162.27418600201503,-56.97404100965751
61648,25,24.4681968591062,44.0125784372554,60.4473965477142,-0.021881861955649562,0.0012346840391490588,-35.979199688608,160.7583009142968,99.96944855674887,157.12855399409185,160.8426682959969,-57.15910543734297
61652,25,24.4890168432122,44.952982568862,60.4590016348071,0.005204996026500375,0.0029012717732257443,-35.9699847915949,165.86469534892063,100.01197150546854,157.1436365546735,165.8740445606523,-57.131665049204955
61656,25,24.5379061796793,44.7316899463473,60.4690915750935,0.012222334116774647,0.0025224850715996894,-35.931185395414204,164.66307640866586,100.1117525840176,157.15674877715767,164.749553949315,-57.04499619314008
61660,25,24.5056013858575,44.2092751533396,60.4754217229559,-0.008076198455450267,0.0015825369655999566,-35.9698203370984,161.82636408263397,100.04583101261802,157.16497446235653,161.92936671749163,-57.1191434497385
61664,25,24.5043869373454,44.5574833882182,60.4841715292603,-0.00030361212802443305,0.00218745157610023,-35.9797845919149,163.7171347980248,100.04335194642272,157.17634365423555,163.76357103900423,-57.132991707812835
61668,25,24.5558317778315,44.572369264894,60.4930413037005,0.012861210121524635,0.0022174436100499406,-35.937209525869,163.7979651083744,100.14831306740912,157.1878678892006,163.8671356476792,-57.03955482179147
61672,25,24.5077973779264,44.0224888382487,60.4979823677859,-0.012008599976274681,0.0012352660213501565,-35.9901849898595,160.8121143916904,100.05031355777707,157.19428730086275,160.91562587300268,-57.14397374308568
61676,25,24.5057374563322,44.5393296264183,60.5065416167261,-0.0005149803985506907,0.0021398122350504423,-36.000804160393905,163.61855987145134,100.04610877084573,157.20540682418095,163.65336887158406,-57.15929805333522
61680,25,24.5211944293278,44.5632749361859,60.5153007812111,0.003864243248900223,0.00218979112124984,-35.9941063518833,163.74858290348942,100.07765579594583,157.21678524830313,163.81703128352393,-57.139129452357295
61684,25,24.4967977500429,44.3993593050224,60.5228793010539,-0.006099169821224493,0.0018946299606987793,-36.026081551010996,162.8585210262716,100.02785866896431,157.2266293142723,162.93848913143097,-57.198770645307974
61688,25,24.5838599503697,44.6628159145212,60.5323011898105,0.02176555008169956,0.0023554721891496655,-35.9484412394408,164.28909041585007,100.20545170775289,157.23886695216638,164.34200229386119,-57.03341524441349
61692,25,24.4600909085142,43.7309678692851,60.5351051402295,-0.030942260463874938,0.0007009876047501251,-36.0750142317153,159.22915553021807,99.95288798752274,157.2425086845361,159.3565713149356,-57.28962069701335
61696,25,24.4859690154402,45.0599571943324,60.5472645293545,0.0064695267315002525,0.0030398472812507293,-36.0612955139143,166.4455675652249,100.00574772051534,157.25830015663442,166.42921754151715,-57.252552436119075
61700,25,24.5241010306503,44.7844467153715,60.5575611383229,0.009533003802524753,0.00257415224210078,-36.0334601076726,164.94954566446722,100.08358693498667,157.27167118504613,165.0399572681921,-57.18808425005946
61704,25,24.4937694321681,44.3774156648689,60.5649217218638,-0.00758289962054981,0.0018401458852235208,-36.071152289695696,162.73936706023812,100.02167570746558,157.28122883630172,162.83561579577147,-57.259553128836146
61708,25,24.5032500265489,44.7045133423109,60.5745539178666,0.0023701485952001278,0.00240804900070124,-36.0713038913177,164.51550744874817,100.04103110308661,157.29373527856887,164.5643435670962,-57.252704175482265
61712,25,24.5062508124335,44.6047394194346,60.5834880566678,0.0007501964711496001,0.002233534700298634,-36.0772372442343,163.97373504752989,100.04715666853642,157.30533447460206,164.05078337278968,-57.258177806065646
61716,25,24.5002735305787,44.5744257577219,60.5921804714109,-0.0014943204637001273,0.0021731036857755015,-36.0919069408322,163.8091318644299,100.03495475058227,157.31661901936172,163.8812189221448,-57.28166426877945
61720,25,24.4798962929272,44.640390577557,60.6013210216878,-0.005094309412874587,0.0022851375692258813,-36.1214247287606,164.16732083613448,99.99334582589978,157.3284844632858,164.2333537833676,-57.335138637386024
61724,25,24.5789010532613,44.8608174217999,60.6120126855079,0.02475119008352511,0.00267291595502428,-36.0331116322466,165.36423860037343,100.19534480048644,157.34236228848496,165.4214674722576,-57.147017487998525
61728,25,24.4982241480338,43.8009490375702,60.6151873475968,-0.020169226306875565,0.0007936655222255951,-36.116963199563,159.6091532740062,100.0307708344884,157.3464827777239,159.74562232092418,-57.31571194323551
61732,25,24.5016698510326,44.6677938625707,60.6244072504595,0.00086142574969994,0.002304975715674118,-36.122737399426896,164.31612067375886,100.03780530780423,157.35844895475873,164.32793270561726,-57.320643646954494
61736,25,24.4395453210939,44.6327273822154,60.6334380426043,-0.01553113248467497,0.0022576980361996846,-36.193892721510394,164.12570968542963,99.91090077205494,157.3701688097756,164.1984904867754,-57.45926803772066
61740,25,24.5640803480598,45.3008886804882,60.6471819600187,0.031133756741475338,0.0034359793536005157,-36.083101611958895,167.7538255350509,100.1651321073904,157.38800352376313,167.78413871655997,-57.222871416372726
61744,25,24.5398993470215,43.9673600676907,60.6515113947943,-0.006045250259575141,0.001082358693899721,-36.111612047772795,160.51276516756047,100.11581844486307,157.39362117089277,160.66889151205476,-57.277802726029705
61748,25,24.4206855948736,44.2283421053959,60.6575619070834,-0.02980343803697494,0.0015126280722750352,-36.2368763122098,161.92989763229974,99.87234326469522,157.40147166190334,161.9795619717681,-57.529128397208126
61752,25,24.5647753494559,45.5086414160401,60.6726895203184,0.03602243864557497,0.0037819033087505005,-36.1079141708625,168.88192288909772,100.16654910353407,157.42109790528676,168.87235723691757,-57.25454880175269
61756,25,24.5253114455046,43.9654593375656,60.6769772241914,-0.009865975987825237,0.0010719259682492321,-36.1516657786868,160.50244420298117,100.08605677405232,157.42666023598213,160.6727583667702,-57.3406034619298
61760,25,24.5305516712831,44.3903478930281,60.6841260765077,0.0013100564446251184,0.0017872130790763663,-36.1535744052246,162.80958905914258,100.09674869785093,157.43593382581284,162.8492482321147,-57.33918512796191
61764,25,24.4508299824897,44.3359331992727,60.6909142109029,-0.019930422198349618,0.001697033598800246,-36.2400842284132,162.51411727205078,99.93396442877177,157.44473898180738,162.58591970586696,-57.5107745530356
61768,25,24.5046976233724,45.1927153150916,60.7037452492727,0.013466910220675032,0.003207759592449122,-36.1990476259003,167.16644416094738,100.04398615884155,157.46138128115246,167.18293891198758,-57.41739512231091
61772,25,24.4773636834114,44.6170519425709,60.7125556972918,-0.006833484990250049,0.0022026120047744513,-36.23519201388039,164.04059204815997,99.98817320085239,157.47280771765082,164.14983266287385,-57.48463451679844
61776,25,24.5535477539162,44.9120727667976,60.7233829826719,0.019046017626199507,0.002706821345025645,-36.1698352287557,165.64255512371096,100.14365538642637,157.48684869319325,165.69491626110693,-57.34319330676688
61780,25,24.5314697103847,44.0969658137294,60.7284539354126,-0.005519510882874279,0.0012677381851755598,-36.196984225027904,161.2165243685506,100.09862170647176,157.49342434540262,161.338233135737,-57.394802638930855
61784,25,24.5391481150773,44.3354332768586,60.7351278611743,0.0019196011731494877,0.0016684814404239745,-36.195979746096995,162.51140269334218,100.11428602666777,157.5020782010265,162.56324410303398,-57.38779217435874
61788,25,24.5295299193996,44.2548459345415,60.7412410203909,-0.002404548919424876,0.001528289804150873,-36.2117111009913,162.07381342456034,100.09466405034908,157.5100045122742,162.14673508649813,-57.415340461925126
61792,25,24.5397581669365,44.359735729679,60.748076420733,0.00255706188422522,0.0017088500855244604,-36.2083182537965,162.64336501215695,100.11553045712753,157.51886680774948,162.70443255772778,-57.40333635062194
61796,25,24.4825691453042,44.2518086242292,60.7541459004444,-0.014297255408075138,0.0015173699278498987,-36.2715767551402,162.05732082956456,99.99880459406275,157.52673564692344,162.13205807198653,-57.527931052860694
61800,25,24.4760912267764,44.866893231495,60.7645375514393,-0.0016194796319499716,0.0025979127487243403,-36.2884463246629,165.39723024701783,99.98557422267767,157.54020709683553,165.42742607149358,-57.55463287415786
61804,25,24.5361088667285,44.9383165174429,60.7754674069338,0.015004409988025103,0.00273246387362569,-36.2393585402053,165.7850586897149,100.10808610483441,157.55437501733937,165.8527161900004,-57.446288912504954
